CustomerKey,RegionKey,HomeCountry,MacroRegion,Segment,AcquisitionChannel,JoinDate,TenureBucket,IsLoyaltyMember
17205,1,United Kingdom,EMEA,Casual Fan,App Store,2021-09-25,2+ years,0
17206,4,United States,Americas,Casual Fan,Organic Search,2022-01-21,2+ years,0
17207,4,United States,Americas,Casual Fan,Organic Search,2025-02-06,6-12 months,0
17208,3,Germany,EMEA,Hardcore Fan,Direct,2022-08-08,2+ years,1
17209,6,Mexico,Americas,Hardcore Fan,Organic Search,2023-11-07,2+ years,1
17210,7,Japan,APAC,Hardcore Fan,Organic Search,2021-02-04,2+ years,0
17211,6,Mexico,Americas,Hardcore Fan,Direct,2025-09-27,0-6 months,0
17212,1,United Kingdom,EMEA,Hardcore Fan,Email,2022-12-11,2+ years,0
17213,5,Brazil,Americas,Casual Fan,Direct,2023-09-30,2+ years,0
17214,1,United Kingdom,EMEA,Hardcore Fan,Paid Social,2023-03-14,2+ years,1
17215,5,Brazil,Americas,Casual Fan,Direct,2022-04-08,2+ years,0
17216,3,Germany,EMEA,Hardcore Fan,App Store,2021-07-19,2+ years,1
17217,1,United Kingdom,EMEA,Casual Fan,App Store,2021-10-17,2+ years,1
17218,7,Japan,APAC,Hardcore Fan,Direct,2023-11-01,2+ years,0
17219,4,United States,Americas,Casual Fan,Organic Search,2025-10-23,0-6 months,1
17220,2,Spain,EMEA,Casual Fan,Email,2021-01-10,2+ years,0
17221,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2024-01-11,1-2 years,1
17222,4,United States,Americas,Hardcore Fan,App Store,2024-09-23,1-2 years,0
17223,7,Japan,APAC,Casual Fan,App Store,2025-12-09,0-6 months,0
17224,4,United States,Americas,Casual Fan,Organic Search,2025-02-07,6-12 months,1
17225,8,Australia,APAC,Casual Fan,Email,2023-06-05,2+ years,0
17226,1,United Kingdom,EMEA,Casual Fan,App Store,2021-06-28,2+ years,0
17227,4,United States,Americas,Casual Fan,Organic Search,2025-06-07,6-12 months,0
17228,6,Mexico,Americas,Casual Fan,Email,2025-11-04,0-6 months,0
17229,4,United States,Americas,Hardcore Fan,Organic Search,2024-10-08,1-2 years,0
17230,1,United Kingdom,EMEA,Hardcore Fan,Email,2024-01-18,1-2 years,1
17231,4,United States,Americas,Casual Fan,Organic Search,2022-09-12,2+ years,1
17232,4,United States,Americas,Casual Fan,Email,2024-04-25,1-2 years,1
17233,5,Brazil,Americas,Casual Fan,Email,2022-05-29,2+ years,0
17234,6,Mexico,Americas,Casual Fan,Email,2023-02-09,2+ years,0
17235,6,Mexico,Americas,Hardcore Fan,Organic Search,2021-05-13,2+ years,1
17236,5,Brazil,Americas,Casual Fan,Direct,2025-08-13,0-6 months,0
17237,2,Spain,EMEA,Hardcore Fan,Organic Search,2025-03-08,6-12 months,1
17238,3,Germany,EMEA,Casual Fan,App Store,2023-07-18,2+ years,0
17239,6,Mexico,Americas,Casual Fan,Organic Search,2025-02-24,6-12 months,1
17240,8,Australia,APAC,Collector,Email,2021-11-21,2+ years,0
17241,1,United Kingdom,EMEA,Casual Fan,Paid Social,2025-08-19,0-6 months,1
17242,4,United States,Americas,Casual Fan,Email,2025-01-05,6-12 months,0
17243,2,Spain,EMEA,Casual Fan,Organic Search,2025-08-05,0-6 months,1
17244,2,Spain,EMEA,Casual Fan,Email,2025-06-28,6-12 months,0
17245,4,United States,Americas,Casual Fan,Direct,2024-02-05,1-2 years,0
17246,4,United States,Americas,Hardcore Fan,Influencer,2022-07-16,2+ years,1
17247,1,United Kingdom,EMEA,Collector,App Store,2025-10-04,0-6 months,0
17248,6,Mexico,Americas,Hardcore Fan,Organic Search,2021-06-18,2+ years,0
17249,6,Mexico,Americas,Casual Fan,Email,2025-08-06,0-6 months,1
17250,8,Australia,APAC,Collector,Email,2023-08-28,2+ years,0
17251,1,United Kingdom,EMEA,Hardcore Fan,Direct,2024-09-09,1-2 years,0
17252,4,United States,Americas,Casual Fan,Influencer,2023-03-22,2+ years,1
17253,3,Germany,EMEA,Casual Fan,Direct,2023-03-28,2+ years,0
17254,2,Spain,EMEA,Hardcore Fan,Paid Social,2022-05-24,2+ years,1
17255,4,United States,Americas,Hardcore Fan,Paid Social,2021-05-26,2+ years,0
17256,6,Mexico,Americas,Casual Fan,App Store,2023-04-29,2+ years,0
17257,1,United Kingdom,EMEA,Casual Fan,Direct,2024-01-24,1-2 years,0
17258,8,Australia,APAC,Collector,Direct,2023-10-13,2+ years,0
17259,6,Mexico,Americas,Casual Fan,Organic Search,2023-09-20,2+ years,0
17260,6,Mexico,Americas,Casual Fan,Paid Social,2022-02-13,2+ years,0
17261,6,Mexico,Americas,Collector,Paid Social,2024-11-20,1-2 years,0
17262,3,Germany,EMEA,Casual Fan,Organic Search,2023-08-09,2+ years,0
17263,6,Mexico,Americas,Collector,App Store,2023-03-26,2+ years,1
17264,3,Germany,EMEA,Hardcore Fan,Paid Social,2023-09-08,2+ years,0
17265,7,Japan,APAC,Casual Fan,Organic Search,2023-09-04,2+ years,0
17266,1,United Kingdom,EMEA,Casual Fan,Email,2025-06-08,6-12 months,1
17267,2,Spain,EMEA,Casual Fan,Email,2022-08-28,2+ years,0
17268,4,United States,Americas,Casual Fan,App Store,2021-03-08,2+ years,0
17269,2,Spain,EMEA,Hardcore Fan,Influencer,2022-12-12,2+ years,0
17270,3,Germany,EMEA,Casual Fan,Influencer,2023-08-18,2+ years,0
17271,4,United States,Americas,Hardcore Fan,App Store,2025-05-15,6-12 months,1
17272,7,Japan,APAC,Hardcore Fan,Paid Social,2024-05-26,1-2 years,0
17273,4,United States,Americas,Hardcore Fan,Direct,2024-05-20,1-2 years,0
17274,3,Germany,EMEA,Collector,Direct,2023-07-28,2+ years,1
17275,2,Spain,EMEA,Hardcore Fan,Email,2022-02-25,2+ years,0
17276,3,Germany,EMEA,Collector,Paid Social,2024-03-29,1-2 years,1
17277,4,United States,Americas,Casual Fan,App Store,2025-02-15,6-12 months,1
17278,6,Mexico,Americas,Hardcore Fan,App Store,2021-12-07,2+ years,1
17279,1,United Kingdom,EMEA,Hardcore Fan,Influencer,2021-06-29,2+ years,0
17280,2,Spain,EMEA,Collector,Paid Social,2025-05-08,6-12 months,1
17281,3,Germany,EMEA,Casual Fan,Organic Search,2024-07-01,1-2 years,0
17282,3,Germany,EMEA,Casual Fan,Email,2023-10-17,2+ years,0
17283,3,Germany,EMEA,Casual Fan,Email,2024-04-22,1-2 years,0
17284,6,Mexico,Americas,Casual Fan,Email,2023-04-20,2+ years,1
17285,2,Spain,EMEA,Casual Fan,Organic Search,2022-01-21,2+ years,0
17286,4,United States,Americas,Casual Fan,Influencer,2021-08-31,2+ years,0
17287,5,Brazil,Americas,Collector,Email,2025-04-01,6-12 months,1
17288,2,Spain,EMEA,Casual Fan,Paid Social,2021-05-18,2+ years,0
17289,5,Brazil,Americas,Casual Fan,App Store,2024-10-03,1-2 years,0
17290,4,United States,Americas,Hardcore Fan,Paid Social,2022-08-16,2+ years,0
17291,3,Germany,EMEA,Casual Fan,Email,2025-11-25,0-6 months,0
17292,6,Mexico,Americas,Collector,Email,2021-05-06,2+ years,1
17293,2,Spain,EMEA,Casual Fan,Email,2024-09-30,1-2 years,1
17294,7,Japan,APAC,Casual Fan,Direct,2024-05-15,1-2 years,0
17295,4,United States,Americas,Casual Fan,Paid Social,2024-11-26,1-2 years,1
17296,4,United States,Americas,Collector,App Store,2025-11-26,0-6 months,1
17297,7,Japan,APAC,Collector,Direct,2021-09-15,2+ years,0
17298,6,Mexico,Americas,Hardcore Fan,App Store,2024-02-26,1-2 years,0
17299,4,United States,Americas,Casual Fan,App Store,2024-08-12,1-2 years,1
17300,6,Mexico,Americas,Collector,Influencer,2022-07-08,2+ years,1
17301,3,Germany,EMEA,Collector,Paid Social,2024-05-31,1-2 years,0
17302,4,United States,Americas,Casual Fan,Paid Social,2022-08-30,2+ years,1
17303,1,United Kingdom,EMEA,Hardcore Fan,Paid Social,2022-10-27,2+ years,1
17304,1,United Kingdom,EMEA,Collector,Email,2025-07-23,0-6 months,0
17305,7,Japan,APAC,Casual Fan,Email,2025-10-12,0-6 months,1
17306,1,United Kingdom,EMEA,Casual Fan,Paid Social,2025-04-01,6-12 months,0
17307,1,United Kingdom,EMEA,Hardcore Fan,App Store,2021-06-19,2+ years,0
17308,6,Mexico,Americas,Casual Fan,Email,2022-11-08,2+ years,0
17309,1,United Kingdom,EMEA,Collector,Direct,2021-12-27,2+ years,1
17310,2,Spain,EMEA,Casual Fan,Influencer,2023-09-29,2+ years,0
17311,4,United States,Americas,Casual Fan,Organic Search,2022-07-03,2+ years,1
17312,4,United States,Americas,Casual Fan,Direct,2022-12-12,2+ years,1
17313,6,Mexico,Americas,Hardcore Fan,Organic Search,2021-05-14,2+ years,0
17314,4,United States,Americas,Casual Fan,Influencer,2025-01-25,6-12 months,1
17315,4,United States,Americas,Casual Fan,Direct,2024-11-30,1-2 years,1
17316,5,Brazil,Americas,Casual Fan,Email,2022-01-05,2+ years,1
17317,4,United States,Americas,Hardcore Fan,Email,2023-05-13,2+ years,1
17318,4,United States,Americas,Collector,Email,2025-11-08,0-6 months,1
17319,7,Japan,APAC,Hardcore Fan,Organic Search,2025-10-04,0-6 months,1
17320,3,Germany,EMEA,Hardcore Fan,Email,2021-06-23,2+ years,0
17321,3,Germany,EMEA,Casual Fan,Organic Search,2024-08-12,1-2 years,0
17322,1,United Kingdom,EMEA,Hardcore Fan,App Store,2024-08-26,1-2 years,1
17323,4,United States,Americas,Casual Fan,Paid Social,2023-12-06,2+ years,0
17324,1,United Kingdom,EMEA,Hardcore Fan,Direct,2022-02-24,2+ years,0
17325,4,United States,Americas,Hardcore Fan,Direct,2025-07-13,0-6 months,0
17326,6,Mexico,Americas,Hardcore Fan,Direct,2021-10-24,2+ years,1
17327,4,United States,Americas,Collector,Paid Social,2025-11-01,0-6 months,0
17328,2,Spain,EMEA,Hardcore Fan,Email,2023-05-16,2+ years,1
17329,6,Mexico,Americas,Casual Fan,Direct,2023-04-15,2+ years,1
17330,2,Spain,EMEA,Casual Fan,Email,2023-03-02,2+ years,1
17331,5,Brazil,Americas,Collector,Paid Social,2024-04-09,1-2 years,1
17332,4,United States,Americas,Collector,Organic Search,2021-11-13,2+ years,1
17333,1,United Kingdom,EMEA,Casual Fan,Email,2024-07-20,1-2 years,1
17334,7,Japan,APAC,Hardcore Fan,Direct,2023-01-03,2+ years,1
17335,2,Spain,EMEA,Casual Fan,Paid Social,2025-09-25,0-6 months,0
17336,8,Australia,APAC,Casual Fan,App Store,2025-03-19,6-12 months,0
17337,1,United Kingdom,EMEA,Collector,Organic Search,2024-01-07,1-2 years,0
17338,2,Spain,EMEA,Collector,Paid Social,2024-05-11,1-2 years,1
17339,1,United Kingdom,EMEA,Casual Fan,Direct,2021-01-30,2+ years,1
17340,1,United Kingdom,EMEA,Casual Fan,App Store,2023-11-11,2+ years,1
17341,5,Brazil,Americas,Hardcore Fan,Paid Social,2021-05-24,2+ years,0
17342,5,Brazil,Americas,Casual Fan,Direct,2025-11-09,0-6 months,1
17343,6,Mexico,Americas,Casual Fan,Direct,2023-04-10,2+ years,1
17344,2,Spain,EMEA,Casual Fan,App Store,2022-07-26,2+ years,0
17345,3,Germany,EMEA,Casual Fan,Email,2022-09-19,2+ years,1
17346,5,Brazil,Americas,Hardcore Fan,Direct,2024-11-17,1-2 years,1
17347,3,Germany,EMEA,Casual Fan,Organic Search,2023-01-29,2+ years,0
17348,5,Brazil,Americas,Casual Fan,Paid Social,2025-05-21,6-12 months,0
17349,5,Brazil,Americas,Collector,Direct,2023-07-11,2+ years,1
17350,1,United Kingdom,EMEA,Collector,Direct,2021-12-28,2+ years,1
17351,6,Mexico,Americas,Casual Fan,Email,2024-09-08,1-2 years,0
17352,5,Brazil,Americas,Casual Fan,Direct,2024-07-18,1-2 years,1
17353,5,Brazil,Americas,Hardcore Fan,Paid Social,2025-12-09,0-6 months,1
17354,1,United Kingdom,EMEA,Casual Fan,Direct,2022-06-15,2+ years,1
17355,2,Spain,EMEA,Casual Fan,Organic Search,2025-11-04,0-6 months,0
17356,3,Germany,EMEA,Casual Fan,Email,2022-06-10,2+ years,1
17357,2,Spain,EMEA,Collector,Organic Search,2024-03-12,1-2 years,1
17358,2,Spain,EMEA,Collector,Email,2025-06-11,6-12 months,1
17359,6,Mexico,Americas,Hardcore Fan,Influencer,2024-07-14,1-2 years,1
17360,5,Brazil,Americas,Hardcore Fan,Email,2021-03-04,2+ years,0
17361,4,United States,Americas,Hardcore Fan,Paid Social,2023-03-22,2+ years,1
17362,2,Spain,EMEA,Casual Fan,Organic Search,2021-07-14,2+ years,0
17363,7,Japan,APAC,Casual Fan,Paid Social,2022-11-14,2+ years,0
17364,1,United Kingdom,EMEA,Hardcore Fan,App Store,2025-07-23,0-6 months,0
17365,6,Mexico,Americas,Hardcore Fan,Email,2024-03-01,1-2 years,1
17366,8,Australia,APAC,Casual Fan,Organic Search,2023-05-03,2+ years,0
17367,5,Brazil,Americas,Casual Fan,App Store,2023-11-15,2+ years,0
17368,8,Australia,APAC,Collector,App Store,2021-03-15,2+ years,1
17369,5,Brazil,Americas,Casual Fan,App Store,2021-07-29,2+ years,1
17370,2,Spain,EMEA,Casual Fan,Email,2021-08-13,2+ years,0
17371,2,Spain,EMEA,Casual Fan,Direct,2025-05-08,6-12 months,1
17372,2,Spain,EMEA,Casual Fan,Paid Social,2022-02-23,2+ years,1
17373,1,United Kingdom,EMEA,Casual Fan,Paid Social,2022-02-13,2+ years,0
17374,5,Brazil,Americas,Casual Fan,Email,2021-05-11,2+ years,0
17375,2,Spain,EMEA,Hardcore Fan,Organic Search,2023-08-05,2+ years,1
17376,6,Mexico,Americas,Casual Fan,App Store,2021-06-27,2+ years,0
17377,2,Spain,EMEA,Hardcore Fan,Direct,2025-03-29,6-12 months,0
17378,3,Germany,EMEA,Casual Fan,Organic Search,2021-10-18,2+ years,1
17379,8,Australia,APAC,Casual Fan,Paid Social,2025-02-05,6-12 months,0
17380,2,Spain,EMEA,Hardcore Fan,Paid Social,2023-08-09,2+ years,0
17381,5,Brazil,Americas,Hardcore Fan,Organic Search,2021-05-26,2+ years,0
17382,6,Mexico,Americas,Hardcore Fan,App Store,2023-08-05,2+ years,1
17383,2,Spain,EMEA,Casual Fan,Paid Social,2023-11-20,2+ years,1
17384,4,United States,Americas,Casual Fan,Organic Search,2021-02-09,2+ years,0
17385,2,Spain,EMEA,Hardcore Fan,App Store,2025-07-04,6-12 months,1
17386,6,Mexico,Americas,Casual Fan,Organic Search,2023-11-20,2+ years,0
17387,5,Brazil,Americas,Hardcore Fan,Email,2024-04-24,1-2 years,1
17388,3,Germany,EMEA,Hardcore Fan,Paid Social,2024-09-29,1-2 years,0
17389,6,Mexico,Americas,Hardcore Fan,Organic Search,2022-08-25,2+ years,0
17390,2,Spain,EMEA,Hardcore Fan,Organic Search,2023-04-13,2+ years,0
17391,6,Mexico,Americas,Casual Fan,Paid Social,2024-10-08,1-2 years,0
17392,7,Japan,APAC,Casual Fan,Paid Social,2024-01-01,2+ years,0
17393,7,Japan,APAC,Hardcore Fan,Direct,2023-11-02,2+ years,1
17394,6,Mexico,Americas,Hardcore Fan,Direct,2024-11-16,1-2 years,1
17395,3,Germany,EMEA,Casual Fan,Email,2021-03-19,2+ years,1
17396,8,Australia,APAC,Casual Fan,Organic Search,2024-07-21,1-2 years,0
17397,3,Germany,EMEA,Casual Fan,Influencer,2024-06-13,1-2 years,0
17398,5,Brazil,Americas,Casual Fan,Direct,2024-02-02,1-2 years,1
17399,1,United Kingdom,EMEA,Casual Fan,Paid Social,2025-05-20,6-12 months,0
17400,8,Australia,APAC,Collector,App Store,2025-10-15,0-6 months,1
17401,5,Brazil,Americas,Casual Fan,Influencer,2022-01-29,2+ years,0
17402,6,Mexico,Americas,Collector,Organic Search,2023-11-27,2+ years,0
17403,1,United Kingdom,EMEA,Hardcore Fan,App Store,2021-10-12,2+ years,1
17404,6,Mexico,Americas,Casual Fan,Email,2025-09-06,0-6 months,1
17405,6,Mexico,Americas,Casual Fan,App Store,2024-02-02,1-2 years,1
17406,5,Brazil,Americas,Hardcore Fan,Influencer,2022-12-29,2+ years,0
17407,2,Spain,EMEA,Casual Fan,Organic Search,2024-08-16,1-2 years,0
17408,4,United States,Americas,Casual Fan,Paid Social,2023-07-21,2+ years,1
17409,1,United Kingdom,EMEA,Collector,Paid Social,2025-04-03,6-12 months,0
17410,3,Germany,EMEA,Casual Fan,Direct,2022-08-14,2+ years,1
17411,2,Spain,EMEA,Casual Fan,Email,2024-06-12,1-2 years,1
17412,2,Spain,EMEA,Casual Fan,Paid Social,2021-12-31,2+ years,0
17413,1,United Kingdom,EMEA,Hardcore Fan,Influencer,2025-04-05,6-12 months,1
17414,2,Spain,EMEA,Casual Fan,Direct,2023-03-13,2+ years,0
17415,1,United Kingdom,EMEA,Casual Fan,Influencer,2022-08-08,2+ years,0
17416,7,Japan,APAC,Casual Fan,Direct,2024-12-19,1-2 years,0
17417,4,United States,Americas,Hardcore Fan,Direct,2025-03-07,6-12 months,0
17418,3,Germany,EMEA,Hardcore Fan,Organic Search,2024-10-09,1-2 years,1
17419,4,United States,Americas,Casual Fan,Organic Search,2021-06-12,2+ years,0
17420,5,Brazil,Americas,Hardcore Fan,Influencer,2024-04-23,1-2 years,1
17421,7,Japan,APAC,Casual Fan,App Store,2024-10-31,1-2 years,0
17422,1,United Kingdom,EMEA,Hardcore Fan,Email,2023-03-06,2+ years,0
17423,2,Spain,EMEA,Collector,App Store,2025-11-05,0-6 months,1
17424,8,Australia,APAC,Casual Fan,Paid Social,2021-10-01,2+ years,0
17425,3,Germany,EMEA,Collector,Direct,2022-10-20,2+ years,1
17426,1,United Kingdom,EMEA,Hardcore Fan,Direct,2022-10-29,2+ years,0
17427,1,United Kingdom,EMEA,Casual Fan,Direct,2023-01-05,2+ years,1
17428,1,United Kingdom,EMEA,Hardcore Fan,Email,2024-01-26,1-2 years,0
17429,8,Australia,APAC,Casual Fan,Paid Social,2022-05-20,2+ years,0
17430,2,Spain,EMEA,Casual Fan,Email,2024-03-12,1-2 years,1
17431,7,Japan,APAC,Hardcore Fan,Organic Search,2024-12-23,1-2 years,0
17432,8,Australia,APAC,Collector,Organic Search,2025-05-02,6-12 months,1
17433,4,United States,Americas,Casual Fan,Direct,2022-01-10,2+ years,0
17434,1,United Kingdom,EMEA,Hardcore Fan,App Store,2025-04-04,6-12 months,1
17435,1,United Kingdom,EMEA,Collector,Direct,2023-01-06,2+ years,1
17436,4,United States,Americas,Casual Fan,Organic Search,2023-12-05,2+ years,0
17437,3,Germany,EMEA,Collector,Email,2024-02-01,1-2 years,0
17438,4,United States,Americas,Casual Fan,Direct,2023-10-15,2+ years,1
17439,3,Germany,EMEA,Casual Fan,Direct,2021-09-09,2+ years,0
17440,7,Japan,APAC,Collector,Influencer,2025-05-12,6-12 months,1
17441,4,United States,Americas,Casual Fan,Organic Search,2025-07-13,0-6 months,0
17442,5,Brazil,Americas,Hardcore Fan,Paid Social,2024-03-26,1-2 years,0
17443,7,Japan,APAC,Casual Fan,Email,2025-02-14,6-12 months,1
17444,1,United Kingdom,EMEA,Casual Fan,Organic Search,2023-11-06,2+ years,1
17445,2,Spain,EMEA,Hardcore Fan,Organic Search,2024-03-19,1-2 years,0
17446,1,United Kingdom,EMEA,Casual Fan,App Store,2021-11-24,2+ years,0
17447,1,United Kingdom,EMEA,Casual Fan,Paid Social,2024-08-27,1-2 years,1
17448,4,United States,Americas,Collector,Direct,2025-02-14,6-12 months,1
17449,2,Spain,EMEA,Collector,Email,2022-10-18,2+ years,1
17450,3,Germany,EMEA,Casual Fan,App Store,2023-04-03,2+ years,1
17451,8,Australia,APAC,Casual Fan,App Store,2023-03-26,2+ years,0
17452,1,United Kingdom,EMEA,Casual Fan,Paid Social,2025-03-12,6-12 months,1
17453,4,United States,Americas,Hardcore Fan,Influencer,2021-03-14,2+ years,1
17454,1,United Kingdom,EMEA,Casual Fan,Email,2025-12-24,0-6 months,1
17455,2,Spain,EMEA,Casual Fan,Paid Social,2022-09-15,2+ years,0
17456,4,United States,Americas,Collector,Email,2024-01-28,1-2 years,0
17457,8,Australia,APAC,Casual Fan,Paid Social,2022-01-30,2+ years,0
17458,3,Germany,EMEA,Casual Fan,Organic Search,2024-05-19,1-2 years,0
17459,1,United Kingdom,EMEA,Casual Fan,Email,2023-05-13,2+ years,0
17460,3,Germany,EMEA,Collector,Email,2025-08-06,0-6 months,1
17461,1,United Kingdom,EMEA,Casual Fan,Paid Social,2022-03-13,2+ years,1
17462,2,Spain,EMEA,Casual Fan,Direct,2022-09-25,2+ years,0
17463,4,United States,Americas,Collector,Organic Search,2023-05-09,2+ years,0
17464,1,United Kingdom,EMEA,Hardcore Fan,App Store,2025-04-18,6-12 months,1
17465,3,Germany,EMEA,Casual Fan,Organic Search,2021-07-18,2+ years,1
17466,4,United States,Americas,Hardcore Fan,Direct,2022-12-28,2+ years,0
17467,3,Germany,EMEA,Casual Fan,Email,2021-12-22,2+ years,1
17468,1,United Kingdom,EMEA,Casual Fan,Organic Search,2023-11-12,2+ years,0
17469,8,Australia,APAC,Casual Fan,Organic Search,2022-07-24,2+ years,0
17470,3,Germany,EMEA,Casual Fan,Email,2025-12-24,0-6 months,1
17471,6,Mexico,Americas,Hardcore Fan,Paid Social,2025-01-22,6-12 months,0
17472,2,Spain,EMEA,Casual Fan,Influencer,2023-10-08,2+ years,0
17473,3,Germany,EMEA,Casual Fan,Direct,2025-08-03,0-6 months,1
17474,3,Germany,EMEA,Casual Fan,Organic Search,2025-01-07,6-12 months,0
17475,2,Spain,EMEA,Collector,App Store,2022-04-14,2+ years,0
17476,1,United Kingdom,EMEA,Casual Fan,Paid Social,2021-11-24,2+ years,1
17477,3,Germany,EMEA,Hardcore Fan,Organic Search,2025-01-24,6-12 months,1
17478,7,Japan,APAC,Casual Fan,Email,2024-06-06,1-2 years,0
17479,5,Brazil,Americas,Hardcore Fan,Email,2025-04-18,6-12 months,0
17480,1,United Kingdom,EMEA,Casual Fan,Email,2022-09-18,2+ years,0
17481,4,United States,Americas,Casual Fan,Organic Search,2024-05-02,1-2 years,1
17482,7,Japan,APAC,Hardcore Fan,Paid Social,2024-11-17,1-2 years,1
17483,5,Brazil,Americas,Casual Fan,App Store,2025-01-24,6-12 months,1
17484,1,United Kingdom,EMEA,Casual Fan,Influencer,2024-07-29,1-2 years,0
17485,7,Japan,APAC,Casual Fan,Organic Search,2025-09-05,0-6 months,1
17486,2,Spain,EMEA,Casual Fan,Paid Social,2022-07-21,2+ years,1
17487,3,Germany,EMEA,Hardcore Fan,Direct,2022-01-02,2+ years,1
17488,4,United States,Americas,Casual Fan,App Store,2021-06-29,2+ years,0
17489,7,Japan,APAC,Casual Fan,Organic Search,2022-01-28,2+ years,1
17490,7,Japan,APAC,Casual Fan,Direct,2024-06-30,1-2 years,1
17491,7,Japan,APAC,Casual Fan,Email,2023-09-02,2+ years,1
17492,1,United Kingdom,EMEA,Casual Fan,Email,2024-06-26,1-2 years,0
17493,7,Japan,APAC,Casual Fan,Influencer,2024-03-04,1-2 years,0
17494,1,United Kingdom,EMEA,Casual Fan,Direct,2023-09-30,2+ years,1
17495,2,Spain,EMEA,Hardcore Fan,Email,2024-08-29,1-2 years,1
17496,4,United States,Americas,Casual Fan,Email,2021-07-04,2+ years,0
17497,3,Germany,EMEA,Hardcore Fan,Paid Social,2021-04-29,2+ years,1
17498,4,United States,Americas,Hardcore Fan,Direct,2021-11-25,2+ years,1
17499,3,Germany,EMEA,Casual Fan,App Store,2023-04-26,2+ years,1
17500,7,Japan,APAC,Casual Fan,Organic Search,2023-07-15,2+ years,1
17501,2,Spain,EMEA,Casual Fan,Email,2025-05-06,6-12 months,1
17502,2,Spain,EMEA,Hardcore Fan,Direct,2024-08-19,1-2 years,0
17503,7,Japan,APAC,Hardcore Fan,Paid Social,2023-05-30,2+ years,1
17504,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2021-03-25,2+ years,0
17505,4,United States,Americas,Casual Fan,Organic Search,2023-10-04,2+ years,1
17506,5,Brazil,Americas,Casual Fan,Direct,2022-03-14,2+ years,1
17507,4,United States,Americas,Hardcore Fan,Organic Search,2022-10-25,2+ years,1
17508,5,Brazil,Americas,Casual Fan,Email,2025-01-26,6-12 months,0
17509,1,United Kingdom,EMEA,Collector,Organic Search,2022-11-29,2+ years,0
17510,7,Japan,APAC,Casual Fan,Organic Search,2024-08-28,1-2 years,0
17511,1,United Kingdom,EMEA,Casual Fan,Influencer,2025-04-16,6-12 months,1
17512,3,Germany,EMEA,Collector,Email,2021-11-20,2+ years,0
17513,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2023-09-12,2+ years,0
17514,4,United States,Americas,Hardcore Fan,Organic Search,2021-07-09,2+ years,1
17515,5,Brazil,Americas,Casual Fan,App Store,2025-07-09,0-6 months,1
17516,8,Australia,APAC,Collector,Paid Social,2023-09-06,2+ years,1
17517,5,Brazil,Americas,Collector,Influencer,2022-07-26,2+ years,1
17518,4,United States,Americas,Casual Fan,Email,2022-02-25,2+ years,0
17519,7,Japan,APAC,Casual Fan,Organic Search,2023-03-13,2+ years,0
17520,3,Germany,EMEA,Hardcore Fan,Email,2024-07-04,1-2 years,1
17521,4,United States,Americas,Collector,Organic Search,2024-08-13,1-2 years,0
17522,4,United States,Americas,Hardcore Fan,App Store,2025-10-25,0-6 months,1
17523,3,Germany,EMEA,Collector,Organic Search,2025-06-28,6-12 months,0
17524,7,Japan,APAC,Casual Fan,Direct,2024-12-22,1-2 years,0
17525,1,United Kingdom,EMEA,Collector,App Store,2023-03-14,2+ years,1
17526,4,United States,Americas,Casual Fan,App Store,2024-03-24,1-2 years,1
17527,5,Brazil,Americas,Casual Fan,App Store,2022-10-23,2+ years,0
17528,7,Japan,APAC,Casual Fan,Paid Social,2024-05-08,1-2 years,1
17529,7,Japan,APAC,Hardcore Fan,Email,2024-09-23,1-2 years,0
17530,4,United States,Americas,Casual Fan,Paid Social,2021-10-06,2+ years,1
17531,5,Brazil,Americas,Collector,Direct,2022-07-07,2+ years,1
17532,3,Germany,EMEA,Collector,Direct,2021-09-12,2+ years,0
17533,3,Germany,EMEA,Hardcore Fan,Paid Social,2022-04-22,2+ years,1
17534,7,Japan,APAC,Casual Fan,Email,2022-04-09,2+ years,0
17535,7,Japan,APAC,Casual Fan,Email,2024-12-28,1-2 years,0
17536,7,Japan,APAC,Casual Fan,Direct,2022-05-20,2+ years,0
17537,1,United Kingdom,EMEA,Hardcore Fan,Organic Search,2021-07-21,2+ years,1
17538,7,Japan,APAC,Casual Fan,App Store,2022-04-10,2+ years,0
17539,8,Australia,APAC,Hardcore Fan,Organic Search,2022-06-18,2+ years,1
17540,3,Germany,EMEA,Casual Fan,Paid Social,2023-11-30,2+ years,1
17541,4,United States,Americas,Hardcore Fan,Organic Search,2024-02-28,1-2 years,1
17542,6,Mexico,Americas,Casual Fan,Email,2024-12-08,1-2 years,0
17543,4,United States,Americas,Hardcore Fan,Direct,2021-06-21,2+ years,1
17544,8,Australia,APAC,Casual Fan,Influencer,2021-08-19,2+ years,0
17545,3,Germany,EMEA,Casual Fan,Paid Social,2021-08-25,2+ years,0
17546,5,Brazil,Americas,Collector,Email,2022-08-18,2+ years,1
17547,6,Mexico,Americas,Casual Fan,Paid Social,2021-01-10,2+ years,0
17548,4,United States,Americas,Collector,Organic Search,2021-03-25,2+ years,0
17549,7,Japan,APAC,Casual Fan,Direct,2025-01-10,6-12 months,0
17550,4,United States,Americas,Casual Fan,App Store,2023-07-09,2+ years,1
17551,3,Germany,EMEA,Casual Fan,Email,2022-01-14,2+ years,0
